,postcode_district,is_london?,property_type,year,num_transactions,avg_price,50th_percentile_price
6621,KT19,Greater London,Flat,2005,180,218128.6,210000
6620,KT19,Greater London,Flat,2004,152,185876.5,175000
6619,KT19,Greater London,Flat,2003,151,177434.8,161500
6618,KT19,Greater London,Flat,2002,166,175656.2,145000
6617,KT19,Greater London,Flat,2001,193,148069.0,126000
6616,KT19,Greater London,Flat,2000,155,119474.7,107500
6615,KT19,Greater London,Flat,1999,144,82005.9,80500
6614,KT19,Greater London,Flat,1998,103,74413.6,75000
6613,KT19,Greater London,Flat,1997,121,63895.8,64500
6612,KT19,Greater London,Flat,1996,78,55419.1,56000
6611,KT19,Greater London,Flat,1995,57,53618.3,57500
9798,LA1,Outside London,Flat,2023,88,136291.4,120300
9797,LA1,Outside London,Flat,2022,155,137158.2,126000
9796,LA1,Outside London,Flat,2021,158,126712.7,123500
9795,LA1,Outside London,Flat,2020,110,119571.5,109995
9794,LA1,Outside London,Flat,2019,142,122693.0,118000
9793,LA1,Outside London,Flat,2018,207,124438.9,116000
9792,LA1,Outside London,Flat,2017,242,139163.1,128150
9791,LA1,Outside London,Flat,2016,184,142219.0,129995
9790,LA1,Outside London,Flat,2015,207,128684.3,122000
9789,LA1,Outside London,Flat,2014,193,121240.7,109950
9788,LA1,Outside London,Flat,2013,110,106466.4,96250
9787,LA1,Outside London,Flat,2012,75,96108.7,92500
9786,LA1,Outside London,Flat,2011,85,107259.4,105000
9785,LA1,Outside London,Flat,2010,95,109843.8,111000
9784,LA1,Outside London,Flat,2009,141,104525.4,100000
9783,LA1,Outside London,Flat,2008,96,122099.1,118000
9782,LA1,Outside London,Flat,2007,173,120532.5,112000
9781,LA1,Outside London,Flat,2006,209,116438.8,110000
9780,LA1,Outside London,Flat,2005,136,114580.7,105000
9779,LA1,Outside London,Flat,2004,334,119412.9,120000
9778,LA1,Outside London,Flat,2003,217,90499.3,86500
9777,LA1,Outside London,Flat,2002,269,75470.8,72000
9776,LA1,Outside London,Flat,2001,130,55474.8,48000
9775,LA1,Outside London,Flat,2000,137,46523.8,41500
9774,LA1,Outside London,Flat,1999,109,41802.1,37450
9773,LA1,Outside London,Flat,1998,111,44155.6,40000
9772,LA1,Outside London,Flat,1997,124,39102.5,37500
9771,LA1,Outside London,Flat,1996,80,41530.9,40000
9770,LA1,Outside London,Flat,1995,86,40835.4,40300
10898,N7,Greater London,Flat,2023,214,517976.6,500000
10897,N7,Greater London,Flat,2022,376,561329.7,503572
10896,N7,Greater London,Flat,2021,407,515013.4,485000
10895,N7,Greater London,Flat,2020,351,546417.3,550000
10894,N7,Greater London,Flat,2019,457,523893.2,510000
10893,N7,Greater London,Flat,2018,338,496922.6,485000
10892,N7,Greater London,Flat,2017,383,502181.1,485000
10891,N7,Greater London,Flat,2016,418,496065.7,465550
10890,N7,Greater London,Flat,2015,551,490717.9,483500
10889,N7,Greater London,Flat,2014,690,445681.8,415000
10888,N7,Greater London,Flat,2013,570,379961.5,362550
10887,N7,Greater London,Flat,2012,546,353440.3,337500
10886,N7,Greater London,Flat,2011,408,331161.1,320000
10885,N7,Greater London,Flat,2010,505,329329.6,310000
10884,N7,Greater London,Flat,2009,431,279511.6,265000
10883,N7,Greater London,Flat,2008,258,294473.7,280000
10882,N7,Greater London,Flat,2007,701,294175.2,279950
10881,N7,Greater London,Flat,2006,897,259664.1,249500
10880,N7,Greater London,Flat,2005,566,241991.1,232000
10879,N7,Greater London,Flat,2004,473,218343.1,210000
10878,N7,Greater London,Flat,2003,426,204054.2,200000
10877,N7,Greater London,Flat,2002,546,198284.1,185000
10876,N7,Greater London,Flat,2001,486,166490.0,158500
10875,N7,Greater London,Flat,2000,429,157236.6,152000
10874,N7,Greater London,Flat,1999,487,131544.0,125000
10873,N7,Greater London,Flat,1998,370,105793.3,99000
10872,N7,Greater London,Flat,1997,503,93948.7,87000
10871,N7,Greater London,Flat,1996,363,82896.7,79995
10870,N7,Greater London,Flat,1995,221,71002.3,69000
5392,SG5,Outside London,Flat,2023,89,248959.0,250000
5391,SG5,Outside London,Flat,2022,140,263095.5,260000
5390,SG5,Outside London,Flat,2021,213,260144.8,257000
5389,SG5,Outside London,Flat,2020,118,253677.5,250000
5388,SG5,Outside London,Flat,2019,148,242190.8,230000
5387,SG5,Outside London,Flat,2018,167,238875.4,240000
5386,SG5,Outside London,Flat,2017,140,226504.6,210000
5385,SG5,Outside London,Flat,2016,177,234909.8,225000
5384,SG5,Outside London,Flat,2015,283,209810.7,206837
5383,SG5,Outside London,Flat,2014,197,169656.0,173000
5382,SG5,Outside London,Flat,2013,122,152270.8,135000
5381,SG5,Outside London,Flat,2012,86,159171.9,162000
5380,SG5,Outside London,Flat,2011,122,164986.2,172000
5379,SG5,Outside London,Flat,2010,107,161710.1,160000
5378,SG5,Outside London,Flat,2009,148,157936.0,159000
5377,SG5,Outside London,Flat,2008,113,185176.0,174995
5376,SG5,Outside London,Flat,2007,304,187815.7,190000
5375,SG5,Outside London,Flat,2006,303,182744.0,183950
5374,SG5,Outside London,Flat,2005,140,153519.2,128000
5373,SG5,Outside London,Flat,2004,127,123009.5,118500
5372,SG5,Outside London,Flat,2003,120,115252.2,113000
5371,SG5,Outside London,Flat,2002,120,90502.6,82500
5370,SG5,Outside London,Flat,2001,119,66699.7,63000
5369,SG5,Outside London,Flat,2000,135,60305.6,57000
5368,SG5,Outside London,Flat,1999,102,52027.1,49950
5367,SG5,Outside London,Flat,1998,87,45487.2,42250
5366,SG5,Outside London,Flat,1997,67,42252.8,41000
5365,SG5,Outside London,Flat,1996,67,39116.3,36500
5364,SG5,Outside London,Flat,1995,62,39357.6,37950
289,CO2,Outside London,Flat,2023,106,183659.4,170000
288,CO2,Outside London,Flat,2022,224,188356.3,185000
287,CO2,Outside London,Flat,2021,227,174063.0,170000
286,CO2,Outside London,Flat,2020,174,176380.4,165000
285,CO2,Outside London,Flat,2019,233,183250.4,162500
284,CO2,Outside London,Flat,2018,207,165020.0,165000
283,CO2,Outside London,Flat,2017,322,169220.0,164000
282,CO2,Outside London,Flat,2016,292,146716.4,140000
281,CO2,Outside London,Flat,2015,237,129233.8,125000
280,CO2,Outside London,Flat,2014,267,137055.0,135000
279,CO2,Outside London,Flat,2013,200,121709.9,125000
278,CO2,Outside London,Flat,2012,168,116664.8,122500
277,CO2,Outside London,Flat,2011,139,111679.1,115000
276,CO2,Outside London,Flat,2010,151,115013.7,119995
275,CO2,Outside London,Flat,2009,158,102976.2,99995
274,CO2,Outside London,Flat,2008,250,112033.8,107500
273,CO2,Outside London,Flat,2007,337,150160.3,146950
272,CO2,Outside London,Flat,2006,323,144359.3,140250
271,CO2,Outside London,Flat,2005,261,144297.6,150000
270,CO2,Outside London,Flat,2004,198,120760.7,115000
269,CO2,Outside London,Flat,2003,163,97062.4,86000
268,CO2,Outside London,Flat,2002,152,75693.7,69995
267,CO2,Outside London,Flat,2001,117,54580.3,50000
266,CO2,Outside London,Flat,2000,120,48077.4,42000
265,CO2,Outside London,Flat,1999,109,37570.5,36000
264,CO2,Outside London,Flat,1998,86,32356.3,31000
263,CO2,Outside London,Flat,1997,82,31369.3,31000
262,CO2,Outside London,Flat,1996,65,32563.0,28500
261,CO2,Outside London,Flat,1995,61,33719.1,31000
8524,CR3,Greater London,Flat,2023,86,269791.3,270000
8523,CR3,Greater London,Flat,2022,209,283574.3,280000
8522,CR3,Greater London,Flat,2021,224,280008.1,265000
8521,CR3,Greater London,Flat,2020,150,260310.2,249995
8520,CR3,Greater London,Flat,2019,188,263954.0,260000
8519,CR3,Greater London,Flat,2018,234,263635.3,260000
8518,CR3,Greater London,Flat,2017,251,258989.3,265000
8517,CR3,Greater London,Flat,2016,296,250169.7,252000
8516,CR3,Greater London,Flat,2015,270,229391.8,225000
8515,CR3,Greater London,Flat,2014,264,192000.8,195000
8514,CR3,Greater London,Flat,2013,184,170079.8,174000
8513,CR3,Greater London,Flat,2012,180,172806.3,169950
8512,CR3,Greater London,Flat,2011,129,181972.0,170000
8511,CR3,Greater London,Flat,2010,107,182032.5,167500
8510,CR3,Greater London,Flat,2009,181,167542.7,163000
8509,CR3,Greater London,Flat,2008,171,188757.2,180750
8508,CR3,Greater London,Flat,2007,408,174167.0,172000
8507,CR3,Greater London,Flat,2006,318,168295.7,160000
8506,CR3,Greater London,Flat,2005,254,163031.3,155000
8505,CR3,Greater London,Flat,2004,210,164795.7,155000
8504,CR3,Greater London,Flat,2003,240,149606.2,142000
8503,CR3,Greater London,Flat,2002,239,127446.8,124500
8502,CR3,Greater London,Flat,2001,238,109433.3,104000
8501,CR3,Greater London,Flat,2000,201,89617.1,87500
8500,CR3,Greater London,Flat,1999,265,83615.8,76500
8499,CR3,Greater London,Flat,1998,274,80791.8,68000
8498,CR3,Greater London,Flat,1997,197,56085.0,52500
8497,CR3,Greater London,Flat,1996,149,57823.5,52000
8496,CR3,Greater London,Flat,1995,126,55970.9,52000
8640,GL52,Outside London,Flat,2023,113,205205.1,173000
8639,GL52,Outside London,Flat,2022,204,201066.8,180000
8638,GL52,Outside London,Flat,2021,248,199388.1,170000
8637,GL52,Outside London,Flat,2020,149,183695.6,165000
8636,GL52,Outside London,Flat,2019,185,173792.4,165000
8635,GL52,Outside London,Flat,2018,233,177262.1,166750
8634,GL52,Outside London,Flat,2017,213,194431.7,165000
8633,GL52,Outside London,Flat,2016,262,186652.2,158000
8632,GL52,Outside London,Flat,2015,237,168842.4,150000
8631,GL52,Outside London,Flat,2014,247,158877.0,137000
8630,GL52,Outside London,Flat,2013,139,144750.0,134000
8629,GL52,Outside London,Flat,2012,128,141530.0,125000
8628,GL52,Outside London,Flat,2011,108,136480.5,129950
8627,GL52,Outside London,Flat,2010,131,150202.6,140000
8626,GL52,Outside London,Flat,2009,145,140009.5,135000
8625,GL52,Outside London,Flat,2008,183,153255.8,140019
8624,GL52,Outside London,Flat,2007,326,156366.6,150000
8623,GL52,Outside London,Flat,2006,293,153563.7,140000
8622,GL52,Outside London,Flat,2005,212,131199.4,119995
8621,GL52,Outside London,Flat,2004,267,143062.9,125950
8620,GL52,Outside London,Flat,2003,225,118206.9,107500
8619,GL52,Outside London,Flat,2002,259,108224.6,95000
8618,GL52,Outside London,Flat,2001,293,96911.1,81000
8617,GL52,Outside London,Flat,2000,270,86385.4,71500
8616,GL52,Outside London,Flat,1999,365,66339.0,58500
8615,GL52,Outside London,Flat,1998,213,54522.0,48000
8614,GL52,Outside London,Flat,1997,180,46825.6,43000
8613,GL52,Outside London,Flat,1996,135,40926.1,39000
8612,GL52,Outside London,Flat,1995,117,43066.9,39000
4000,N8,Greater London,Flat,2023,154,502026.0,488000
3999,N8,Greater London,Flat,2022,458,497773.0,465000
3998,N8,Greater London,Flat,2021,570,508063.7,510000
3997,N8,Greater London,Flat,2020,341,504388.5,480000
3996,N8,Greater London,Flat,2019,415,469310.9,460000
3995,N8,Greater London,Flat,2018,538,475488.3,474000
3994,N8,Greater London,Flat,2017,268,503976.4,490000
3993,N8,Greater London,Flat,2016,309,480411.4,470000
3992,N8,Greater London,Flat,2015,382,448873.5,427000
3991,N8,Greater London,Flat,2014,426,413851.4,400000
3990,N8,Greater London,Flat,2013,399,359198.5,340000
3989,N8,Greater London,Flat,2012,359,329490.6,315000
3988,N8,Greater London,Flat,2011,316,304365.5,282500
3987,N8,Greater London,Flat,2010,360,301877.7,290000
3986,N8,Greater London,Flat,2009,255,271487.8,260000
3985,N8,Greater London,Flat,2008,211,288130.9,261500
3984,N8,Greater London,Flat,2007,586,290854.3,280000
3983,N8,Greater London,Flat,2006,739,243302.6,230000
3982,N8,Greater London,Flat,2005,454,226132.1,217500
3981,N8,Greater London,Flat,2004,610,230536.0,225000
3980,N8,Greater London,Flat,2003,417,204765.9,195000
3979,N8,Greater London,Flat,2002,578,194012.6,185000
3978,N8,Greater London,Flat,2001,535,164461.8,156000
3977,N8,Greater London,Flat,2000,407,147453.9,135000
3976,N8,Greater London,Flat,1999,574,122196.0,118000
3975,N8,Greater London,Flat,1998,549,100212.0,90000
3974,N8,Greater London,Flat,1997,557,87076.7,81500
3973,N8,Greater London,Flat,1996,439,76453.2,72000
3972,N8,Greater London,Flat,1995,359,70030.4,67000
10320,NR1,Outside London,Flat,2023,155,173303.2,160000
10319,NR1,Outside London,Flat,2022,308,177395.6,165000
10318,NR1,Outside London,Flat,2021,292,175418.2,152000
10317,NR1,Outside London,Flat,2020,234,172312.0,155000
10316,NR1,Outside London,Flat,2019,407,163356.8,148000
10315,NR1,Outside London,Flat,2018,441,168908.2,155000
10314,NR1,Outside London,Flat,2017,331,186004.1,162500
10313,NR1,Outside London,Flat,2016,362,167152.5,137000
10312,NR1,Outside London,Flat,2015,322,156575.1,143000
10311,NR1,Outside London,Flat,2014,334,153682.6,142000
10310,NR1,Outside London,Flat,2013,256,128982.6,125000
10309,NR1,Outside London,Flat,2012,167,130670.7,123000
10308,NR1,Outside London,Flat,2011,195,134617.2,125000
10307,NR1,Outside London,Flat,2010,202,140811.3,125000
10306,NR1,Outside London,Flat,2009,348,133108.3,111750
10305,NR1,Outside London,Flat,2008,260,157779.1,150000
10304,NR1,Outside London,Flat,2007,491,168282.9,160000
10303,NR1,Outside London,Flat,2006,303,144394.4,144000
10302,NR1,Outside London,Flat,2005,216,133894.9,130895
10301,NR1,Outside London,Flat,2004,239,121747.7,118745
10300,NR1,Outside London,Flat,2003,203,111382.3,95000
10299,NR1,Outside London,Flat,2002,199,99745.5,83000
10298,NR1,Outside London,Flat,2001,214,61812.4,58000
10297,NR1,Outside London,Flat,2000,166,52522.8,52000
10296,NR1,Outside London,Flat,1999,172,43570.6,41950
10295,NR1,Outside London,Flat,1998,168,40589.2,36000
10294,NR1,Outside London,Flat,1997,136,35049.0,34000
10293,NR1,Outside London,Flat,1996,92,33300.7,32500
10292,NR1,Outside London,Flat,1995,99,32230.7,32000
4406,OX14,Outside London,Flat,2023,73,227753.4,218000
4405,OX14,Outside London,Flat,2022,141,232742.0,225000
4404,OX14,Outside London,Flat,2021,136,234683.8,220000
4403,OX14,Outside London,Flat,2020,94,238153.7,205000
4402,OX14,Outside London,Flat,2019,135,220018.4,207000
4401,OX14,Outside London,Flat,2018,118,214083.0,210000
4400,OX14,Outside London,Flat,2017,132,219314.8,215000
4399,OX14,Outside London,Flat,2016,190,207483.9,205000
4398,OX14,Outside London,Flat,2015,181,203141.1,195000
4397,OX14,Outside London,Flat,2014,207,202334.0,190000
4396,OX14,Outside London,Flat,2013,149,188176.2,175000
4395,OX14,Outside London,Flat,2012,113,187017.4,160000
4394,OX14,Outside London,Flat,2011,105,162457.1,150000
4393,OX14,Outside London,Flat,2010,105,167382.6,163000
4392,OX14,Outside London,Flat,2009,91,153886.2,148000
4391,OX14,Outside London,Flat,2008,117,175709.1,175000
4390,OX14,Outside London,Flat,2007,248,184230.8,185000
4389,OX14,Outside London,Flat,2006,230,170476.8,162500
4388,OX14,Outside London,Flat,2005,173,153701.2,145000
4387,OX14,Outside London,Flat,2004,226,152734.0,147000
4386,OX14,Outside London,Flat,2003,198,156191.8,150000
4385,OX14,Outside London,Flat,2002,203,142556.7,125000
4384,OX14,Outside London,Flat,2001,204,106238.2,96250
4383,OX14,Outside London,Flat,2000,205,85109.2,84000
4382,OX14,Outside London,Flat,1999,217,77128.3,68500
4381,OX14,Outside London,Flat,1998,173,68621.6,63000
4380,OX14,Outside London,Flat,1997,177,52899.9,52000
4379,OX14,Outside London,Flat,1996,123,50684.9,49000
4378,OX14,Outside London,Flat,1995,113,51336.1,50500
2289,RH10,Outside London,Flat,2023,114,217010.4,223000
2288,RH10,Outside London,Flat,2022,309,226948.4,230000
2287,RH10,Outside London,Flat,2021,285,215405.6,217500
2286,RH10,Outside London,Flat,2020,159,212162.7,215000
2285,RH10,Outside London,Flat,2019,239,224307.5,222500
2284,RH10,Outside London,Flat,2018,210,206601.7,215000
2283,RH10,Outside London,Flat,2017,278,218914.0,230000
2282,RH10,Outside London,Flat,2016,311,208800.1,215000
2281,RH10,Outside London,Flat,2015,345,190152.3,195000
2280,RH10,Outside London,Flat,2014,308,172270.2,174000
2279,RH10,Outside London,Flat,2013,177,150114.7,155000
2278,RH10,Outside London,Flat,2012,221,145106.5,147750
2277,RH10,Outside London,Flat,2011,213,154176.7,160000
2276,RH10,Outside London,Flat,2010,231,149640.7,154850
2275,RH10,Outside London,Flat,2009,268,157133.6,165000
2274,RH10,Outside London,Flat,2008,198,164276.4,164000
2273,RH10,Outside London,Flat,2007,474,172994.0,179000
2272,RH10,Outside London,Flat,2006,303,156810.3,149950
2271,RH10,Outside London,Flat,2005,284,155197.8,148000
2270,RH10,Outside London,Flat,2004,253,143272.3,137500
2269,RH10,Outside London,Flat,2003,270,134861.0,128000
2268,RH10,Outside London,Flat,2002,250,109786.2,104950
2267,RH10,Outside London,Flat,2001,221,91146.6,86000
2266,RH10,Outside London,Flat,2000,222,78923.9,77750
2265,RH10,Outside London,Flat,1999,231,64536.8,63950
2264,RH10,Outside London,Flat,1998,237,58582.0,57000
2263,RH10,Outside London,Flat,1997,234,48627.6,47000
2262,RH10,Outside London,Flat,1996,169,45228.9,45000
2261,RH10,Outside London,Flat,1995,179,47295.9,48488
9421,SE27,Greater London,Flat,2023,73,389082.2,390000
9420,SE27,Greater London,Flat,2022,153,406986.7,400000
9419,SE27,Greater London,Flat,2021,175,406464.4,415000
9418,SE27,Greater London,Flat,2020,118,413454.0,397500
9417,SE27,Greater London,Flat,2019,130,390697.5,394000
9416,SE27,Greater London,Flat,2018,162,379156.2,375000
9415,SE27,Greater London,Flat,2017,170,394695.3,360000
9414,SE27,Greater London,Flat,2016,154,384129.1,371000
9413,SE27,Greater London,Flat,2015,202,338619.7,335000
9412,SE27,Greater London,Flat,2014,232,305827.1,300000
9411,SE27,Greater London,Flat,2013,212,244583.3,237500
9410,SE27,Greater London,Flat,2012,101,222136.9,225000
9409,SE27,Greater London,Flat,2011,121,207731.0,204000
9408,SE27,Greater London,Flat,2010,109,219167.4,219400
9407,SE27,Greater London,Flat,2009,79,192683.8,191000
9406,SE27,Greater London,Flat,2008,111,211502.7,205000
9405,SE27,Greater London,Flat,2007,273,209397.8,203000
9404,SE27,Greater London,Flat,2006,254,175765.2,166500
9403,SE27,Greater London,Flat,2005,212,158562.0,160000
9402,SE27,Greater London,Flat,2004,240,157742.4,153000
9401,SE27,Greater London,Flat,2003,197,146272.5,145000
9400,SE27,Greater London,Flat,2002,235,129761.0,128000
9399,SE27,Greater London,Flat,2001,212,111972.8,105525
9398,SE27,Greater London,Flat,2000,230,89755.9,84000
9397,SE27,Greater London,Flat,1999,228,71680.0,66000
9396,SE27,Greater London,Flat,1998,206,61189.9,58500
9395,SE27,Greater London,Flat,1997,163,51909.6,50000
9394,SE27,Greater London,Flat,1996,108,40974.6,40000
9393,SE27,Greater London,Flat,1995,106,42670.0,43500
11710,WD6,Greater London,Flat,2023,67,328346.5,325000
11709,WD6,Greater London,Flat,2022,116,307216.5,292500
11708,WD6,Greater London,Flat,2021,214,329047.5,300000
11707,WD6,Greater London,Flat,2020,165,324232.6,320000
11706,WD6,Greater London,Flat,2019,337,324733.9,330000
11705,WD6,Greater London,Flat,2018,298,317927.7,315000
11704,WD6,Greater London,Flat,2017,323,319505.7,310000
11703,WD6,Greater London,Flat,2016,174,282579.8,282500
11702,WD6,Greater London,Flat,2015,262,251652.6,252500
11701,WD6,Greater London,Flat,2014,165,216228.8,217000
11700,WD6,Greater London,Flat,2013,160,223011.1,225000
11699,WD6,Greater London,Flat,2012,144,191038.0,199500
11698,WD6,Greater London,Flat,2011,133,183981.6,184950
11697,WD6,Greater London,Flat,2010,104,178502.2,176000
11696,WD6,Greater London,Flat,2009,146,167522.9,167000
11695,WD6,Greater London,Flat,2008,163,184222.8,185000
11694,WD6,Greater London,Flat,2007,263,188615.9,180000
11693,WD6,Greater London,Flat,2006,202,162981.9,163500
11692,WD6,Greater London,Flat,2005,146,157699.1,160000
11691,WD6,Greater London,Flat,2004,187,165416.4,159000
11690,WD6,Greater London,Flat,2003,190,145664.8,140000
11689,WD6,Greater London,Flat,2002,154,120320.5,119950
11688,WD6,Greater London,Flat,2001,198,101993.1,98500
11687,WD6,Greater London,Flat,2000,244,94545.3,92995
11686,WD6,Greater London,Flat,1999,198,71097.9,69950
11685,WD6,Greater London,Flat,1998,141,70480.5,61950
11684,WD6,Greater London,Flat,1997,129,55556.6,55000
11683,WD6,Greater London,Flat,1996,109,50136.6,50000
11682,WD6,Greater London,Flat,1995,108,50892.0,46500
4609,AL5,Outside London,Flat,2023,67,372738.1,335000
4608,AL5,Outside London,Flat,2022,135,439340.4,360000
4607,AL5,Outside London,Flat,2021,126,439169.9,335000
4606,AL5,Outside London,Flat,2020,94,416824.1,335000
4605,AL5,Outside London,Flat,2019,103,456734.1,327500
4604,AL5,Outside London,Flat,2018,90,400711.9,325000
4603,AL5,Outside London,Flat,2017,113,391586.4,340000
4602,AL5,Outside London,Flat,2016,144,396561.1,325000
4601,AL5,Outside London,Flat,2015,147,370579.0,300000
4600,AL5,Outside London,Flat,2014,145,279463.4,250000
4599,AL5,Outside London,Flat,2013,107,272987.5,240000
4598,AL5,Outside London,Flat,2012,102,322114.4,240000
4597,AL5,Outside London,Flat,2011,71,231110.6,220000
4596,AL5,Outside London,Flat,2010,92,254755.4,223200
4595,AL5,Outside London,Flat,2009,74,203732.3,180000
4594,AL5,Outside London,Flat,2008,117,247567.9,230000
4593,AL5,Outside London,Flat,2007,143,247136.0,227500
4592,AL5,Outside London,Flat,2006,198,239139.5,225000
4591,AL5,Outside London,Flat,2005,125,194456.8,170000
4590,AL5,Outside London,Flat,2004,133,185825.8,172500
4589,AL5,Outside London,Flat,2003,131,175526.4,160000
4588,AL5,Outside London,Flat,2002,142,157479.6,142950
4587,AL5,Outside London,Flat,2001,148,132949.7,125050
4586,AL5,Outside London,Flat,2000,157,120438.5,109950
4585,AL5,Outside London,Flat,1999,140,97430.2,89500
4584,AL5,Outside London,Flat,1998,137,82596.1,79000
4583,AL5,Outside London,Flat,1997,170,73221.6,65550
4582,AL5,Outside London,Flat,1996,137,78770.2,65000
4581,AL5,Outside London,Flat,1995,136,81017.2,64000
1274,BR1,Greater London,Flat,2023,115,318293.9,320000
1273,BR1,Greater London,Flat,2022,272,344193.9,322000
1272,BR1,Greater London,Flat,2021,297,329615.7,310000
1271,BR1,Greater London,Flat,2020,219,328018.0,302000
1270,BR1,Greater London,Flat,2019,243,322701.4,305000
1269,BR1,Greater London,Flat,2018,234,324186.5,310000
1268,BR1,Greater London,Flat,2017,333,337647.7,318000
1267,BR1,Greater London,Flat,2016,387,344282.1,315000
1266,BR1,Greater London,Flat,2015,523,287732.5,278825
1265,BR1,Greater London,Flat,2014,387,248344.7,235000
1264,BR1,Greater London,Flat,2013,289,214808.4,207000
1263,BR1,Greater London,Flat,2012,221,207864.2,200000
1262,BR1,Greater London,Flat,2011,213,200268.8,188000
1261,BR1,Greater London,Flat,2010,189,201297.9,193000
1260,BR1,Greater London,Flat,2009,227,189725.7,180000
1259,BR1,Greater London,Flat,2008,217,201615.5,190000
1258,BR1,Greater London,Flat,2007,588,209860.2,199995
1257,BR1,Greater London,Flat,2006,559,199367.9,186800
1256,BR1,Greater London,Flat,2005,358,180753.0,170000
1255,BR1,Greater London,Flat,2004,409,168339.9,155000
1254,BR1,Greater London,Flat,2003,387,166269.6,154000
1253,BR1,Greater London,Flat,2002,482,142997.6,131500
1252,BR1,Greater London,Flat,2001,387,120596.1,108500
1251,BR1,Greater London,Flat,2000,369,110228.1,98500
1250,BR1,Greater London,Flat,1999,388,86145.4,78000
1249,BR1,Greater London,Flat,1998,273,75256.0,68750
1248,BR1,Greater London,Flat,1997,388,64486.3,58750
1247,BR1,Greater London,Flat,1996,292,55411.4,52500
1246,BR1,Greater London,Flat,1995,200,56119.3,53000
5189,EX4,Outside London,Flat,2023,100,180295.8,165000
5188,EX4,Outside London,Flat,2022,191,181425.4,165000
5187,EX4,Outside London,Flat,2021,207,178182.1,165000
5186,EX4,Outside London,Flat,2020,140,168400.3,160000
5185,EX4,Outside London,Flat,2019,174,157019.8,146000
5184,EX4,Outside London,Flat,2018,245,170280.7,161000
5183,EX4,Outside London,Flat,2017,193,152277.7,140000
5182,EX4,Outside London,Flat,2016,232,143781.3,140000
5181,EX4,Outside London,Flat,2015,238,138484.3,130000
5180,EX4,Outside London,Flat,2014,221,142422.7,125000
5179,EX4,Outside London,Flat,2013,203,125682.8,122000
5178,EX4,Outside London,Flat,2012,179,137909.9,130000
5177,EX4,Outside London,Flat,2011,173,142433.1,142000
5176,EX4,Outside London,Flat,2010,183,129217.4,125000
5175,EX4,Outside London,Flat,2009,120,122316.0,120000
5174,EX4,Outside London,Flat,2008,153,139675.5,128000
5173,EX4,Outside London,Flat,2007,291,140330.1,128500
5172,EX4,Outside London,Flat,2006,287,141490.2,124950
5171,EX4,Outside London,Flat,2005,223,120455.8,117000
5170,EX4,Outside London,Flat,2004,219,123184.7,115684
5169,EX4,Outside London,Flat,2003,225,97171.0,90950
5168,EX4,Outside London,Flat,2002,267,77969.0,72000
5167,EX4,Outside London,Flat,2001,220,58178.8,54000
5166,EX4,Outside London,Flat,2000,221,50141.3,45000
5165,EX4,Outside London,Flat,1999,224,42318.0,38000
5164,EX4,Outside London,Flat,1998,161,39339.5,34950
5163,EX4,Outside London,Flat,1997,109,34466.0,31000
5162,EX4,Outside London,Flat,1996,93,31128.1,29950
5161,EX4,Outside London,Flat,1995,86,34813.6,32000
2637,IG8,Greater London,Flat,2023,62,366379.6,335000
2636,IG8,Greater London,Flat,2022,154,367098.9,347500
2635,IG8,Greater London,Flat,2021,171,364589.3,333000
2634,IG8,Greater London,Flat,2020,111,350399.3,335000
2633,IG8,Greater London,Flat,2019,130,333168.1,320000
2632,IG8,Greater London,Flat,2018,120,348977.0,325000
2631,IG8,Greater London,Flat,2017,140,371590.8,325000
2630,IG8,Greater London,Flat,2016,182,340473.8,325000
2629,IG8,Greater London,Flat,2015,192,309257.0,285000
2628,IG8,Greater London,Flat,2014,226,291593.1,249995
2627,IG8,Greater London,Flat,2013,154,255265.5,232000
2626,IG8,Greater London,Flat,2012,128,241393.3,213000
2625,IG8,Greater London,Flat,2011,128,269789.8,233000
2624,IG8,Greater London,Flat,2010,165,259953.5,217000
2623,IG8,Greater London,Flat,2009,110,216372.7,207500
2622,IG8,Greater London,Flat,2008,141,240677.2,212500
2621,IG8,Greater London,Flat,2007,234,245130.4,223000
2620,IG8,Greater London,Flat,2006,240,216817.1,189950
2619,IG8,Greater London,Flat,2005,204,218120.5,188000
2618,IG8,Greater London,Flat,2004,274,233631.3,179995
2617,IG8,Greater London,Flat,2003,235,196225.0,160000
2616,IG8,Greater London,Flat,2002,296,188208.1,142500
2615,IG8,Greater London,Flat,2001,258,165070.8,125000
2614,IG8,Greater London,Flat,2000,201,123508.0,97500
2613,IG8,Greater London,Flat,1999,212,87709.4,79000
2612,IG8,Greater London,Flat,1998,182,80460.0,68000
2611,IG8,Greater London,Flat,1997,179,67774.2,59995
2610,IG8,Greater London,Flat,1996,131,67438.7,54500
2609,IG8,Greater London,Flat,1995,113,55465.3,55000
4232,ME16,Outside London,Flat,2023,77,177463.6,180000
4231,ME16,Outside London,Flat,2022,146,189939.7,190000
4230,ME16,Outside London,Flat,2021,160,173357.9,175000
4229,ME16,Outside London,Flat,2020,131,163088.9,165000
4228,ME16,Outside London,Flat,2019,158,175744.0,172000
4227,ME16,Outside London,Flat,2018,164,167427.1,175000
4226,ME16,Outside London,Flat,2017,210,158076.1,160000
4225,ME16,Outside London,Flat,2016,209,165072.3,165000
4224,ME16,Outside London,Flat,2015,188,141166.2,137500
